+ Print Program Bytes and description.
++ Address:16-bit bytes       databyte :hex:oct > description
++    1583:00000110 00101111: 00000010 : 02:002 > immediate:  2 : 2
++    1584:00000110 00110000: 11001101 : CD:315 > opcode: call ROWSET
++    1585:00000110 00110001: 10100011 : A3:243 > lb: 163
++    1586:00000110 00110010: 00001011 : 0B:013 > hb: 11
++    1587:00000110 00110011: 00101110 : 2E:056 > opcode: mvi l,042H
++    1588:00000110 00110100: 01000010 : 42:102 > immediate:  042H : 66
++    1589:00000110 00110101: 01111110 : 7E:176 > opcode: mov a,m
++    1590:00000110 00110110: 00100001 : 21:041 > opcode: lxi h,MSGGRN
++    1591:00000110 00110111: 11000011 : C3:303 > lb: 195
++    1592:00000110 00111000: 00000001 : 01:001 > hb: 1
++    1593:00000110 00111001: 11100110 : E6:346 > opcode: ani 030H
++    1594:00000110 00111010: 00110000 : 30:060 > immediate:  030H : 48
++    1595:00000110 00111011: 11000010 : C2:302 > opcode: jnz RED
++    1596:00000110 00111100: 00100110 : 26:046 > lb: 38
++    1597:00000110 00111101: 00001100 : 0C:014 > hb: 12
++    1598:00000110 00111110: 00110110 : 36:066 > opcode: mvi m,'G'
++    1599:00000110 00111111: 01000111 : 47:107 > immediate:  'G' : 71
++    1600:00000110 01000000: 00101100 : 2C:054 > opcode: inr l
++    1601:00000110 01000001: 00110110 : 36:066 > opcode: mvi m,'R'
++    1602:00000110 01000010: 01010010 : 52:122 > immediate:  'R' : 82
++    1603:00000110 01000011: 00101100 : 2C:054 > opcode: inr l
++    1604:00000110 01000100: 00110110 : 36:066 > opcode: mvi m,'E'
++    1605:00000110 01000101: 01000101 : 45:105 > immediate:  'E' : 69
++    1606:00000110 01000110: 00101100 : 2C:054 > opcode: inr l
++    1607:00000110 01000111: 00110110 : 36:066 > opcode: mvi m,'E'
++    1608:00000110 01001000: 01000101 : 45:105 > immediate:  'E' : 69
++    1609:00000110 01001001: 00101100 : 2C:054 > opcode: inr l
++    1610:00000110 01001010: 00110110 : 36:066 > opcode: mvi m,'N'
++    1611:00000110 01001011: 01001110 : 4E:116 > immediate:  'N' : 78
++    1612:00000110 01001100: 00100001 : 21:041 > opcode: lxi h,MSGCND
++    1613:00000110 01001101: 10111000 : B8:270 > lb: 184
++    1614:00000110 01001110: 00000001 : 01:001 > hb: 1
++    1615:00000110 01001111: 11001101 : CD:315 > opcode: call MSG
++    1616:00000110 01010000: 11101000 : E8:350 > lb: 232
++    1617:00000110 01010001: 00001010 : 0A:012 > hb: 10
++    1618:00000110 01010010: 00001110 : 0E:016 > opcode: mvi c,3
++    1619:00000110 01010011: 00000011 : 03:003 > immediate:  3 : 3
++    1620:00000110 01010100: 11001101 : CD:315 > opcode: call ROWSET
++    1621:00000110 01010101: 10100011 : A3:243 > lb: 163
++    1622:00000110 01010110: 00001011 : 0B:013 > hb: 11
++    1623:00000110 01010111: 11001101 : CD:315 > opcode: call QUAD
++    1624:00000110 01011000: 00110100 : 34:064 > lb: 52
++    1625:00000110 01011001: 00001100 : 0C:014 > hb: 12
++    1626:00000110 01011010: 00001110 : 0E:016 > opcode: mvi c,4
++    1627:00000110 01011011: 00000100 : 04:004 > immediate:  4 : 4
++    1628:00000110 01011100: 11001101 : CD:315 > opcode: call ROWSET
++    1629:00000110 01011101: 10100011 : A3:243 > lb: 163
++    1630:00000110 01011110: 00001011 : 0B:013 > hb: 11
++    1631:00000110 01011111: 00101110 : 2E:056 > opcode: mvi l,043H
++    1632:00000110 01100000: 01000011 : 43:103 > immediate:  043H : 67
++    1633:00000110 01100001: 00011110 : 1E:036 > opcode: mvi e,0E3H
++    1634:00000110 01100010: 11100011 : E3:343 > immediate:  0E3H : 227
++    1635:00000110 01100011: 00010100 : 14:024 > opcode: inr d
++    1636:00000110 01100100: 11001101 : CD:315 > opcode: call TWO
++    1637:00000110 01100101: 01000011 : 43:103 > lb: 67
++    1638:00000110 01100110: 00001100 : 0C:014 > hb: 12
++    1639:00000110 01100111: 00101110 : 2E:056 > opcode: mvi l,0D8H
++    1640:00000110 01101000: 11011000 : D8:330 > immediate:  0D8H : 216
++    1641:00000110 01101001: 11001101 : CD:315 > opcode: call MSG
++    1642:00000110 01101010: 11101000 : E8:350 > lb: 232
++    1643:00000110 01101011: 00001010 : 0A:012 > hb: 10
++    1644:00000110 01101100: 00001110 : 0E:016 > opcode: mvi c,5
++    1645:00000110 01101101: 00000101 : 05:005 > immediate:  5 : 5
++    1646:00000110 01101110: 11001101 : CD:315 > opcode: call ROWSET
++    1647:00000110 01101111: 10100011 : A3:243 > lb: 163
++    1648:00000110 01110000: 00001011 : 0B:013 > hb: 11
++    1649:00000110 01110001: 00101110 : 2E:056 > opcode: mvi l,04FH
++    1650:00000110 01110010: 01001111 : 4F:117 > immediate:  04FH : 79
++    1651:00000110 01110011: 00000110 : 06:006 > opcode: mvi b,2
++    1652:00000110 01110100: 00000010 : 02:002 > immediate:  2 : 2
++    1653:00000110 01110101: 11001101 : CD:315 > opcode: call BINDEC
++    1654:00000110 01110110: 00110011 : 33:063 > lb: 51
++    1655:00000110 01110111: 00001011 : 0B:013 > hb: 11
++    1656:00000110 01111000: 00010001 : 11:021 > opcode: lxi d,MSGENP
++    1657:00000110 01111001: 11110101 : F5:365 > lb: 245
++    1658:00000110 01111010: 00000001 : 01:001 > hb: 1
++    1659:00000110 01111011: 00000110 : 06:006 > opcode: mvi b,4
++    1660:00000110 01111100: 00000100 : 04:004 > immediate:  4 : 4
++    1661:00000110 01111101: 11001101 : CD:315 > opcode: call DIGPRT
++    1662:00000110 01111110: 00100110 : 26:046 > lb: 38
++    1663:00000110 01111111: 00001011 : 0B:013 > hb: 11
++    1664:00000110 10000000: 00100001 : 21:041 > opcode: lxi h,MSGENR
++    1665:00000110 10000001: 11100111 : E7:347 > lb: 231
++    1666:00000110 10000010: 00000001 : 01:001 > hb: 1
++    1667:00000110 10000011: 11001101 : CD:315 > opcode: call MSG
++    1668:00000110 10000100: 11101000 : E8:350 > lb: 232
++    1669:00000110 10000101: 00001010 : 0A:012 > hb: 10
++    1670:00000110 10000110: 00001110 : 0E:016 > opcode: mvi c,6
++    1671:00000110 10000111: 00000110 : 06:006 > immediate:  6 : 6
++    1672:00000110 10001000: 11001101 : CD:315 > opcode: call ROWSET
++    1673:00000110 10001001: 10100011 : A3:243 > lb: 163
++    1674:00000110 10001010: 00001011 : 0B:013 > hb: 11
++    1675:00000110 10001011: 00101110 : 2E:056 > opcode: mvi l,05AH
++    1676:00000110 10001100: 01011010 : 5A:132 > immediate:  05AH : 90
++    1677:00000110 10001101: 00000110 : 06:006 > opcode: mvi b,1
++    1678:00000110 10001110: 00000001 : 01:001 > immediate:  1 : 1
++    1679:00000110 10001111: 11001101 : CD:315 > opcode: call BINDEC
++    1680:00000110 10010000: 00110011 : 33:063 > lb: 51
++    1681:00000110 10010001: 00001011 : 0B:013 > hb: 11
++    1682:00000110 10010010: 00010001 : 11:021 > opcode: lxi d,MSGTPP
++    1683:00000110 10010011: 00000011 : 03:003 > lb: 3
++    1684:00000110 10010100: 00000010 : 02:002 > hb: 2
++    1685:00000110 10010101: 00000110 : 06:006 > opcode: mvi b,2
++    1686:00000110 10010110: 00000010 : 02:002 > immediate:  2 : 2
++    1687:00000110 10010111: 11001101 : CD:315 > opcode: call DIGPRT
++    1688:00000110 10011000: 00100110 : 26:046 > lb: 38
++    1689:00000110 10011001: 00001011 : 0B:013 > hb: 11
++    1690:00000110 10011010: 00100001 : 21:041 > opcode: lxi h,MSGTRP
++    1691:00000110 10011011: 11110111 : F7:367 > lb: 247
++    1692:00000110 10011100: 00000001 : 01:001 > hb: 1
++    1693:00000110 10011101: 11001101 : CD:315 > opcode: call MSG
++    1694:00000110 10011110: 11101000 : E8:350 > lb: 232
++    1695:00000110 10011111: 00001010 : 0A:012 > hb: 10
++    1696:00000110 10100000: 00001110 : 0E:016 > opcode: mvi c,7
++    1697:00000110 10100001: 00000111 : 07:007 > immediate:  7 : 7
++    1698:00000110 10100010: 11001101 : CD:315 > opcode: call ROWSET
++    1699:00000110 10100011: 10100011 : A3:243 > lb: 163
++    1700:00000110 10100100: 00001011 : 0B:013 > hb: 11
++    1701:00000110 10100101: 00101110 : 2E:056 > opcode: mvi l,051H
++    1702:00000110 10100110: 01010001 : 51:121 > immediate:  051H : 81
++    1703:00000110 10100111: 00000110 : 06:006 > opcode: mvi b,2
++    1704:00000110 10101000: 00000010 : 02:002 > immediate:  2 : 2
++    1705:00000110 10101001: 11001101 : CD:315 > opcode: call BINDEC
++    1706:00000110 10101010: 00110011 : 33:063 > lb: 51
++    1707:00000110 10101011: 00001011 : 0B:013 > hb: 11
++    1708:00000110 10101100: 00010001 : 11:021 > opcode: lxi d,MSGSHP
++    1709:00000110 10101101: 00010011 : 13:023 > lb: 19
++    1710:00000110 10101110: 00000010 : 02:002 > hb: 2
++    1711:00000110 10101111: 00000110 : 06:006 > opcode: mvi b,4
++    1712:00000110 10110000: 00000100 : 04:004 > immediate:  4 : 4
++    1713:00000110 10110001: 11001101 : CD:315 > opcode: call DIGPRT
++    1714:00000110 10110010: 00100110 : 26:046 > lb: 38
++    1715:00000110 10110011: 00001011 : 0B:013 > hb: 11
++    1716:00000110 10110100: 00100001 : 21:041 > opcode: lxi h,MSGSHD
++    1717:00000110 10110101: 00000101 : 05:005 > lb: 5
++    1718:00000110 10110110: 00000010 : 02:002 > hb: 2
++    1719:00000110 10110111: 11001101 : CD:315 > opcode: call MSG
++    1720:00000110 10111000: 11101000 : E8:350 > lb: 232
++    1721:00000110 10111001: 00001010 : 0A:012 > hb: 10
++    1722:00000110 10111010: 00001110 : 0E:016 > opcode: mvi c,8H
++    1723:00000110 10111011: 00001000 : 08:010 > immediate:  8H : 8
++    1724:00000110 10111100: 11001101 : CD:315 > opcode: call ROWSET
++    1725:00000110 10111101: 10100011 : A3:243 > lb: 163
++    1726:00000110 10111110: 00001011 : 0B:013 > hb: 11
++    1727:00000110 10111111: 00100001 : 21:041 > opcode: lxi h,MSG123
++    1728:00000110 11000000: 01110000 : 70:160 > lb: 112
++    1729:00000110 11000001: 00000001 : 01:001 > hb: 1
++    1730:00000110 11000010: 11001101 : CD:315 > opcode: call MSG
++    1731:00000110 11000011: 11101000 : E8:350 > lb: 232
++    1732:00000110 11000100: 00001010 : 0A:012 > hb: 10
++    1733:00000110 11000101: 00100110 : 26:046 > opcode: mvi h,000
++    1734:00000110 11000110: 00000000 : 00:000 > immediate:  000 : 000
++    1735:00000110 11000111: 00110001 : 31:061 > opcode: lxi sp,STACK
++    1736:00000110 11001000: 01010000 : 50:120 > lb: 80
++    1737:00000110 11001001: 00010000 : 10:020 > hb: 16
++    1738:00000110 11001010: 00011110 : 1E:036 > opcode: mvi e,10
++    1739:00000110 11001011: 00001010 : 0A:012 > immediate:  10 : 10
++    1740:00000110 11001100: 01010100 : 54:124 > opcode: mov d,h
++    1741:00000110 11001101: 11001101 : CD:315 > opcode: call ELOM
++    1742:00000110 11001110: 01001101 : 4D:115 > lb: 77
++    1743:00000110 11001111: 00001101 : 0D:015 > hb: 13
++    1744:00000110 11010000: 00101110 : 2E:056 > opcode: mvi l,041H
++    1745:00000110 11010001: 01000001 : 41:101 > immediate:  041H : 65
++    1746:00000110 11010010: 00110100 : 34:064 > opcode: inr m
++    1747:00000110 11010011: 11000011 : C3:303 > opcode: jmp CMD
++    1748:00000110 11010100: 11011001 : D9:331 > lb: 217
++    1749:00000110 11010101: 00000110 : 06:006 > hb: 6
++    1750:00000110 11010110: 00110001 : 31:061 > opcode: lxi sp,STACK
++    1751:00000110 11010111: 01010000 : 50:120 > lb: 80
++    1752:00000110 11011000: 00010000 : 10:020 > hb: 16
++    1753:00000110 11011001: 00100001 : 21:041 > opcode: lxi h,MSGCMD
++    1754:00000110 11011010: 10001011 : 8B:213 > lb: 139
++    1755:00000110 11011011: 00010100 : 14:024 > hb: 20
++    1756:00000110 11011100: 11001101 : CD:315 > opcode: call CMSG
++    1757:00000110 11011101: 10000010 : 82:202 > lb: 130
++    1758:00000110 11011110: 00001101 : 0D:015 > hb: 13
++    1759:00000110 11011111: 11001101 : CD:315 > opcode: call INPUT
++    1760:00000110 11100000: 10111000 : B8:270 > lb: 184
++    1761:00000110 11100001: 00001111 : 0F:017 > hb: 15
++    1762:00000110 11100010: 11111110 : FE:376 > opcode: cpi '0'
++    1763:00000110 11100011: 00110000 : 30:060 > immediate:  '0' : 48
++    1764:00000110 11100100: 11001010 : CA:312 > opcode: jz CRSE
++    1765:00000110 11100101: 11111011 : FB:373 > lb: 251
++    1766:00000110 11100110: 00000111 : 07:007 > hb: 7
++    1767:00000110 11100111: 11111110 : FE:376 > opcode: cpi '1'
++    1768:00000110 11101000: 00110001 : 31:061 > immediate:  '1' : 49
++    1769:00000110 11101001: 11001010 : CA:312 > opcode: jz SRSCN
++    1770:00000110 11101010: 00001000 : 08:010 > lb: 8
++    1771:00000110 11101011: 00000110 : 06:006 > hb: 6
++    1772:00000110 11101100: 11111110 : FE:376 > opcode: cpi '2'
++    1773:00000110 11101101: 00110010 : 32:062 > immediate:  '2' : 50
++    1774:00000110 11101110: 11001010 : CA:312 > opcode: jz LRSCN
++    1775:00000110 11101111: 00111110 : 3E:076 > lb: 62
++    1776:00000110 11110000: 00000111 : 07:007 > hb: 7
++    1777:00000110 11110001: 11111110 : FE:376 > opcode: cpi '3'
++    1778:00000110 11110010: 00110011 : 33:063 > immediate:  '3' : 51
++    1779:00000110 11110011: 11001010 : CA:312 > opcode: jz GXPRT
++    1780:00000110 11110100: 10100100 : A4:244 > lb: 164
++    1781:00000110 11110101: 00001010 : 0A:012 > hb: 10
++    1782:00000110 11110110: 11111110 : FE:376 > opcode: cpi '4'
++    1783:00000110 11110111: 00110100 : 34:064 > immediate:  '4' : 52
++    1784:00000110 11111000: 11001010 : CA:312 > opcode: jz SHEN
++    1785:00000110 11111001: 11101111 : EF:357 > lb: 239
++    1786:00000110 11111010: 00001000 : 08:010 > hb: 8
++    1787:00000110 11111011: 11111110 : FE:376 > opcode: cpi '5'
++    1788:00000110 11111100: 00110101 : 35:065 > immediate:  '5' : 53
++    1789:00000110 11111101: 11001010 : CA:312 > opcode: jz PHSR
++    1790:00000110 11111110: 11010110 : D6:326 > lb: 214
++    1791:00000110 11111111: 00001001 : 09:011 > hb: 9
++    1792:00000111 00000000: 11111110 : FE:376 > opcode: cpi '6'
++    1793:00000111 00000001: 00110110 : 36:066 > immediate:  '6' : 54
++    1794:00000111 00000010: 11001010 : CA:312 > opcode: jz TRPD
++    1795:00000111 00000011: 00101111 : 2F:057 > lb: 47
++    1796:00000111 00000100: 00001001 : 09:011 > hb: 9
++    1797:00000111 00000101: 11111110 : FE:376 > opcode: cpi 'X'
++    1798:00000111 00000110: 01011000 : 58:130 > immediate:  'X' : 88
++    1799:00000111 00000111: 11001010 : CA:312 > opcode: jz NEWSTART
++    1800:00000111 00001000: 00000110 : 06:006 > lb: 6
++    1801:00000111 00001001: 00000101 : 05:005 > hb: 5
++    1802:00000111 00001010: 11111110 : FE:376 > opcode: cpi 'H'
++    1803:00000111 00001011: 01001000 : 48:110 > immediate:  'H' : 72
++    1804:00000111 00001100: 11001010 : CA:312 > opcode: jz HELPM
++    1805:00000111 00001101: 00101100 : 2C:054 > lb: 44
++    1806:00000111 00001110: 00000111 : 07:007 > hb: 7
++    1807:00000111 00001111: 11111110 : FE:376 > opcode: cpi 'h'
++    1808:00000111 00010000: 01101000 : 68:150 > immediate:  'h' : 104
++    1809:00000111 00010001: 11001010 : CA:312 > opcode: jz HELPM
++    1810:00000111 00010010: 00101100 : 2C:054 > lb: 44
++    1811:00000111 00010011: 00000111 : 07:007 > hb: 7
++    1812:00000111 00010100: 11111110 : FE:376 > opcode: cpi '?'
++    1813:00000111 00010101: 00111111 : 3F:077 > immediate:  '?' : 63
++    1814:00000111 00010110: 11001010 : CA:312 > opcode: jz HELPM
++    1815:00000111 00010111: 00101100 : 2C:054 > lb: 44
++    1816:00000111 00011000: 00000111 : 07:007 > hb: 7
++    1817:00000111 00011001: 11111110 : FE:376 > opcode: cpi 'd'
++    1818:00000111 00011010: 01100100 : 64:144 > immediate:  'd' : 100
++    1819:00000111 00011011: 11001010 : CA:312 > opcode: jz HELPD
++    1820:00000111 00011100: 00110101 : 35:065 > lb: 53
++    1821:00000111 00011101: 00000111 : 07:007 > hb: 7
++    1822:00000111 00011110: 11111110 : FE:376 > opcode: cpi 'g'
++    1823:00000111 00011111: 01100111 : 67:147 > immediate:  'g' : 103
++    1824:00000111 00100000: 11001010 : CA:312 > opcode: jz GSTATS
++    1825:00000111 00100001: 00100110 : 26:046 > lb: 38
++    1826:00000111 00100010: 00000111 : 07:007 > hb: 7
++    1827:00000111 00100011: 11000011 : C3:303 > opcode: jmp CMD
++    1828:00000111 00100100: 11011001 : D9:331 > lb: 217
++    1829:00000111 00100101: 00000110 : 06:006 > hb: 6
++    1830:00000111 00100110: 11001101 : CD:315 > opcode: call GAMESTAT
++    1831:00000111 00100111: 00010110 : 16:026 > lb: 22
++    1832:00000111 00101000: 00010010 : 12:022 > hb: 18
++    1833:00000111 00101001: 11000011 : C3:303 > opcode: jmp CMD
++    1834:00000111 00101010: 11011001 : D9:331 > lb: 217
++    1835:00000111 00101011: 00000110 : 06:006 > hb: 6
++    1836:00000111 00101100: 00100001 : 21:041 > opcode: lxi h,MSGHELP
++    1837:00000111 00101101: 01110101 : 75:165 > lb: 117
++    1838:00000111 00101110: 00010000 : 10:020 > hb: 16
++    1839:00000111 00101111: 11001101 : CD:315 > opcode: call MSG
++    1840:00000111 00110000: 11101000 : E8:350 > lb: 232
++    1841:00000111 00110001: 00001010 : 0A:012 > hb: 10
++    1842:00000111 00110010: 11000011 : C3:303 > opcode: jmp CMD
++    1843:00000111 00110011: 11011001 : D9:331 > lb: 217
++    1844:00000111 00110100: 00000110 : 06:006 > hb: 6
++    1845:00000111 00110101: 00100001 : 21:041 > opcode: lxi h,MSGDIR
++    1846:00000111 00110110: 01110000 : 70:160 > lb: 112
++    1847:00000111 00110111: 00010001 : 11:021 > hb: 17
++    1848:00000111 00111000: 11001101 : CD:315 > opcode: call MSG
++    1849:00000111 00111001: 11101000 : E8:350 > lb: 232
++    1850:00000111 00111010: 00001010 : 0A:012 > hb: 10
++    1851:00000111 00111011: 11000011 : C3:303 > opcode: jmp CMD
++    1852:00000111 00111100: 11011001 : D9:331 > lb: 217
++    1853:00000111 00111101: 00000110 : 06:006 > hb: 6
++    1854:00000111 00111110: 00100001 : 21:041 > opcode: lxi h,MSGLRS
++    1855:00000111 00111111: 01001101 : 4D:115 > lb: 77
++    1856:00000111 01000000: 00000010 : 02:002 > hb: 2
++    1857:00000111 01000001: 11001101 : CD:315 > opcode: call MSG
++    1858:00000111 01000010: 11101000 : E8:350 > lb: 232
++    1859:00000111 01000011: 00001010 : 0A:012 > hb: 10
++    1860:00000111 01000100: 11001101 : CD:315 > opcode: call QUAD
++    1861:00000111 01000101: 00110100 : 34:064 > lb: 52
++    1862:00000111 01000110: 00001100 : 0C:014 > hb: 12
++    1863:00000111 01000111: 11001101 : CD:315 > opcode: call NTN
++    1864:00000111 01001000: 01100000 : 60:140 > lb: 96
++    1865:00000111 01001001: 00001100 : 0C:014 > hb: 12
++    1866:00000111 01001010: 00101110 : 2E:056 > opcode: mvi l,059H
++    1867:00000111 01001011: 01011001 : 59:131 > immediate:  059H : 89
++    1868:00000111 01001100: 01111110 : 7E:176 > opcode: mov a,m
++    1869:00000111 01001101: 11100110 : E6:346 > opcode: ani 038H
++    1870:00000111 01001110: 00111000 : 38:070 > immediate:  038H : 56
++    1871:00000111 01001111: 11001010 : CA:312 > opcode: jz RWC1
++    1872:00000111 01010000: 01110111 : 77:167 > lb: 119
++    1873:00000111 01010001: 00000111 : 07:007 > hb: 7
++    1874:00000111 01010010: 01111110 : 7E:176 > opcode: mov a,m
++    1875:00000111 01010011: 11010110 : D6:326 > opcode: sui 008H
++    1876:00000111 01010100: 00001000 : 08:010 > immediate:  008H : 8
++    1877:00000111 01010101: 11001101 : CD:315 > opcode: call LRR
++    1878:00000111 01010110: 10011011 : 9B:233 > lb: 155
++    1879:00000111 01010111: 00000111 : 07:007 > hb: 7
++    1880:00000111 01011000: 11001101 : CD:315 > opcode: call NTN
++    1881:00000111 01011001: 01100000 : 60:140 > lb: 96
++    1882:00000111 01011010: 00001100 : 0C:014 > hb: 12
